Leading proteins,Protein,Protein names,Gene names
F6WMJ3,F6WMJ3,Rho guanine nucleotide exchange factor 6,Arhgef6
F6WMJ3,F6WMJ3,Rho guanine nucleotide exchange factor 6,Arhgef6
F6WMJ3,F6WMJ3,Rho guanine nucleotide exchange factor 6,Arhgef6
F6WMJ3;Q9ES28-4,F6WMJ3,Rho guanine nucleotide exchange factor 6;Rho guanine nucleotide exchange factor 7,Arhgef6;Arhgef7
Q9ES28-4,Q9ES28-4,Rho guanine nucleotide exchange factor 7,Arhgef7
Q9ES28-4,Q9ES28-4,Rho guanine nucleotide exchange factor 7,Arhgef7
Q9ES28-4,Q9ES28-4,Rho guanine nucleotide exchange factor 7,Arhgef7
Q9ES28-4,Q9ES28-4,Rho guanine nucleotide exchange factor 7,Arhgef7
Q9ES28-4,Q9ES28-4,Rho guanine nucleotide exchange factor 7,Arhgef7
Q9ES28-4,Q9ES28-4,Rho guanine nucleotide exchange factor 7,Arhgef7
Q9ES28-4,Q9ES28-4,Rho guanine nucleotide exchange factor 7,Arhgef7
E9QAQ7,E9QAQ7,AT-rich interactive domain-containing protein 1A,Arid1a
E9QAQ7,E9QAQ7,AT-rich interactive domain-containing protein 1A,Arid1a
E9QAQ7,E9QAQ7,AT-rich interactive domain-containing protein 1A,Arid1a
E9QAQ7,E9QAQ7,AT-rich interactive domain-containing protein 1A,Arid1a
E9QAQ7,E9QAQ7,AT-rich interactive domain-containing protein 1A,Arid1a
E9QAQ7,E9QAQ7,AT-rich interactive domain-containing protein 1A,Arid1a
E9QAQ7,E9QAQ7,AT-rich interactive domain-containing protein 1A,Arid1a
E9QAQ7,E9QAQ7,AT-rich interactive domain-containing protein 1A,Arid1a
E9QAQ7,E9QAQ7,AT-rich interactive domain-containing protein 1A,Arid1a
E9QAQ7,E9QAQ7,AT-rich interactive domain-containing protein 1A,Arid1a
E9QAQ7,E9QAQ7,AT-rich interactive domain-containing protein 1A,Arid1a
E9QAQ7,E9QAQ7,AT-rich interactive domain-containing protein 1A,Arid1a
E9QAQ7,E9QAQ7,AT-rich interactive domain-containing protein 1A,Arid1a
E9Q4N6,E9Q4N6,,Arid1b
E9Q4N6,E9Q4N6,,Arid1b
E9Q7E2,E9Q7E2,,Arid2
E9Q7E2,E9Q7E2,,Arid2
E9Q7E2,E9Q7E2,,Arid2
Q62431,Q62431,AT-rich interactive domain-containing protein 3A,Arid3a
Q62431,Q62431,AT-rich interactive domain-containing protein 3A,Arid3a
Q62431,Q62431,AT-rich interactive domain-containing protein 3A,Arid3a
F8VPQ2,F8VPQ2,,Arid4a
F8VPQ2,F8VPQ2,,Arid4a
F8VPQ2,F8VPQ2,,Arid4a
A2CG63,A2CG63,AT-rich interactive domain-containing protein 4B,Arid4b
A2CG63,A2CG63,AT-rich interactive domain-containing protein 4B,Arid4b
A2CG63,A2CG63,AT-rich interactive domain-containing protein 4B,Arid4b
A2CG63,A2CG63,AT-rich interactive domain-containing protein 4B,Arid4b
Q3U108-4,Q3U108-4,AT-rich interactive domain-containing protein 5A,Arid5a
Q3U108-4,Q3U108-4,AT-rich interactive domain-containing protein 5A,Arid5a
Q3U108-4,Q3U108-4,AT-rich interactive domain-containing protein 5A,Arid5a
Q3U108-4,Q3U108-4,AT-rich interactive domain-containing protein 5A,Arid5a
Q8BM75-2,Q8BM75-2,AT-rich interactive domain-containing protein 5B,Arid5b
Q8BM75-2,Q8BM75-2,AT-rich interactive domain-containing protein 5B,Arid5b
Q8BIX3,Q8BIX3,ARL14 effector protein,Arl14ep
D3YWC2,D3YWC2,ADP-ribosylation factor-like protein 6-interacting protein 4,Arl6ip4
Q8R5J9,Q8R5J9,PRA1 family protein 3,Arl6ip5
Q8BH07,Q8BH07,ADP-ribosylation factor-like protein 6-interacting protein 6,Arl6ip6
Q9D0L7,Q9D0L7,Armadillo repeat-containing protein 10,Armc10
Q8BTB2,Q8BTB2,,Armc2
Q8BHS6,Q8BHS6,Armadillo repeat-containing X-linked protein 3,Armcx3
Q8BHS6,Q8BHS6,Armadillo repeat-containing X-linked protein 3,Armcx3
F6THG2,F6THG2,Actin-related protein 2/3 complex subunit 1B,Arpc1b
F6THG2,F6THG2,Actin-related protein 2/3 complex subunit 1B,Arpc1b
Q9CPW4,Q9CPW4,Actin-related protein 2/3 complex subunit 5,Arpc5
Q9D0A3,Q9D0A3,Arpin,Arpin
E9Q4B9,E9Q4B9,cAMP-regulated phosphoprotein 19,Arpp19
E9Q4B9,E9Q4B9,cAMP-regulated phosphoprotein 19,Arpp19
E9Q4B9;P60840,P60840,cAMP-regulated phosphoprotein 19;Alpha-endosulfine,Arpp19;Ensa
E9Q4B9;P60840,P60840,cAMP-regulated phosphoprotein 19;Alpha-endosulfine,Arpp19;Ensa
E9Q4A0,E9Q4A0,cAMP-regulated phosphoprotein 21,Arpp21
J3QNU6,J3QNU6,Beta-arrestin-1,Arrb1
P98203-4,P98203-4,Armadillo repeat protein deleted in velo-cardio-facial syndrome homolog,Arvcf
P98203-4,P98203-4,Armadillo repeat protein deleted in velo-cardio-facial syndrome homolog,Arvcf
P98203-4,P98203-4,Armadillo repeat protein deleted in velo-cardio-facial syndrome homolog,Arvcf
P98203-4,P98203-4,Armadillo repeat protein deleted in velo-cardio-facial syndrome homolog,Arvcf
P98203-4,P98203-4,Armadillo repeat protein deleted in velo-cardio-facial syndrome homolog,Arvcf
P98203-4,P98203-4,Armadillo repeat protein deleted in velo-cardio-facial syndrome homolog,Arvcf
P98203-4,P98203-4,Armadillo repeat protein deleted in velo-cardio-facial syndrome homolog,Arvcf
H3BJY2,H3BJY2,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1",Asap1
H3BJY2,H3BJY2,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1",Asap1
H3BJY2,H3BJY2,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1",Asap1
H3BJY2,H3BJY2,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1",Asap1
H3BJY2,H3BJY2,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1",Asap1
H3BJY2,H3BJY2,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1",Asap1
H3BJY2,H3BJY2,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1",Asap1
H3BJY2,H3BJY2,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1",Asap1
H3BJY2,H3BJY2,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1",Asap1
H3BJY2,H3BJY2,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1",Asap1
H3BJY2,H3BJY2,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1",Asap1
E9PX52,E9PX52,,Asap2
E9PX52,E9PX52,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2",Asap2
Q5U464,Q5U464,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 3",Asap3
Q5U464,Q5U464,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 3",Asap3
D6RDR7,D6RDR7,Ankyrin repeat and SOCS box protein 3,Asb3
A0A1W2P7K2,A0A1W2P7K2,Histone chaperone ASF1A,Asf1a
Q9DAP7,Q9DAP7,Histone chaperone ASF1B,Asf1b
Q99MY8,Q99MY8,Histone-lysine N-methyltransferase ASH1L,Ash1l
Q99MY8,Q99MY8,Histone-lysine N-methyltransferase ASH1L,Ash1l
D3YYA0,D3YYA0,Set1/Ash2 histone methyltransferase complex subunit ASH2,Ash2l
Q9CR06,Q9CR06,Aspartyl/asparaginyl beta-hydroxylase,Asph
Q9CR06,Q9CR06,Aspartyl/asparaginyl beta-hydroxylase,Asph
Q9CR06,Q9CR06,Aspartyl/asparaginyl beta-hydroxylase,Asph
Q8CJ27-2,Q8CJ27-2,Abnormal spindle-like microcephaly-associated protein homolog,Aspm
Q99MQ4,Q99MQ4,Asporin,Aspn
Q99MQ4,Q99MQ4,Asporin,Aspn
Q8VBT9-3,Q8VBT9-3,Tether containing UBX domain for GLUT4,Aspscr1
Q8VBT9-3,Q8VBT9-3,Tether containing UBX domain for GLUT4,Aspscr1
Q8VBT9-3,Q8VBT9-3,Tether containing UBX domain for GLUT4,Aspscr1
A0A0A6YWD1,A0A0A6YWD1,Astrotactin-1,Astn1
Q8QZV7,Q8QZV7,Protein asunder homolog,Asun
Q8QZV7,Q8QZV7,Protein asunder homolog,Asun
A0A2I3BQW0,A0A2I3BQW0,Putative Polycomb group protein ASXL1,Asxl1
F6WV21,F6WV21,Putative Polycomb group protein ASXL2,Asxl2
F6WV21,F6WV21,Putative Polycomb group protein ASXL2,Asxl2
F6WV21,F6WV21,Putative Polycomb group protein ASXL2,Asxl2
F6WV21,F6WV21,Putative Polycomb group protein ASXL2,Asxl2
F6WV21,F6WV21,Putative Polycomb group protein ASXL2,Asxl2
F6WV21,F6WV21,Putative Polycomb group protein ASXL2,Asxl2
F6WV21,F6WV21,Putative Polycomb group protein ASXL2,Asxl2
A0A494BAB5,A0A494BAB5,ATPase family AAA domain-containing protein 1,Atad1
G3X963,G3X963,,Atad2
G3X963,G3X963,ATPase family AAA domain-containing protein 2,Atad2
G3X963,G3X963,ATPase family AAA domain-containing protein 2,Atad2
G3X963,G3X963,,Atad2
G3X963,G3X963,ATPase family AAA domain-containing protein 2,Atad2
G3X963,G3X963,ATPase family AAA domain-containing protein 2,Atad2
G3X963,G3X963,,Atad2
G3X963,G3X963,,Atad2
E9Q166,E9Q166,,Atad2b
E9Q166,E9Q166,,Atad2b
E9Q166,E9Q166,,Atad2b
E9Q166,E9Q166,,Atad2b
E9Q166,E9Q166,,Atad2b
E9Q166,E9Q166,,Atad2b
Z4YKQ9,Z4YKQ9,ATPase family AAA domain-containing protein 5,Atad5
Z4YKQ9,Z4YKQ9,ATPase family AAA domain-containing protein 5,Atad5
Z4YKQ9,Z4YKQ9,ATPase family AAA domain-containing protein 5,Atad5
Z4YKQ9,Z4YKQ9,ATPase family AAA domain-containing protein 5,Atad5
Z4YKQ9,Z4YKQ9,ATPase family AAA domain-containing protein 5,Atad5
Z4YKQ9,Z4YKQ9,ATPase family AAA domain-containing protein 5,Atad5
Z4YKQ9,Z4YKQ9,ATPase family AAA domain-containing protein 5,Atad5
Z4YKQ9,Z4YKQ9,ATPase family AAA domain-containing protein 5,Atad5
F6RPX5,F6RPX5,Alpha-tubulin N-acetyltransferase 1,Atat1
Q4FCQ7,Q4FCQ7,Arginyl-tRNA--protein transferase 1,Ate1
P16951-2,P16951-2,Cyclic AMP-dependent transcription factor ATF-2,Atf2
P16951-2,P16951-2,Cyclic AMP-dependent transcription factor ATF-2,Atf2
P16951-2,P16951-2,Cyclic AMP-dependent transcription factor ATF-2,Atf2
P16951-2,P16951-2,Cyclic AMP-dependent transcription factor ATF-2,Atf2
P16951-2,P16951-2,Cyclic AMP-dependent transcription factor ATF-2,Atf2
P16951-2,P16951-2,Cyclic AMP-dependent transcription factor ATF-2,Atf2
F6VAN0,F6VAN0,Cyclic AMP-dependent transcription factor ATF-6 alpha;Processed cyclic AMP-dependent transcription factor ATF-6 alpha,Atf6
F6VAN0,F6VAN0,Cyclic AMP-dependent transcription factor ATF-6 alpha;Processed cyclic AMP-dependent transcription factor ATF-6 alpha,Atf6
F6VAN0,F6VAN0,Cyclic AMP-dependent transcription factor ATF-6 alpha;Processed cyclic AMP-dependent transcription factor ATF-6 alpha,Atf6
F6VAN0,F6VAN0,Cyclic AMP-dependent transcription factor ATF-6 alpha;Processed cyclic AMP-dependent transcription factor ATF-6 alpha,Atf6
Q3TZR9,Q3TZR9,,Atf7
Q3TZR9,Q3TZR9,,Atf7
Q3TZR9,Q3TZR9,Cyclic AMP-dependent transcription factor ATF-7,Atf7;Gm28047
Q3TZR9,Q3TZR9,Cyclic AMP-dependent transcription factor ATF-7,Atf7;Gm28047
Q3TZR9,Q3TZR9,Cyclic AMP-dependent transcription factor ATF-7,Atf7;Gm28047
Q3TZR9,Q3TZR9,Cyclic AMP-dependent transcription factor ATF-7,Atf7;Gm28047
Q7TT18,Q7TT18,Activating transcription factor 7-interacting protein 1,Atf7ip
Q7TT18,Q7TT18,Activating transcription factor 7-interacting protein 1,Atf7ip
Q7TT18,Q7TT18,Activating transcription factor 7-interacting protein 1,Atf7ip
Q7TT18,Q7TT18,Activating transcription factor 7-interacting protein 1,Atf7ip
Q7TT18,Q7TT18,Activating transcription factor 7-interacting protein 1,Atf7ip
Q7TT18,Q7TT18,Activating transcription factor 7-interacting protein 1,Atf7ip
Q7TT18,Q7TT18,Activating transcription factor 7-interacting protein 1,Atf7ip
Q7TT18,Q7TT18,Activating transcription factor 7-interacting protein 1,Atf7ip
Q7TT18,Q7TT18,Activating transcription factor 7-interacting protein 1,Atf7ip
Q7TT18,Q7TT18,Activating transcription factor 7-interacting protein 1,Atf7ip
Q7TT18,Q7TT18,Activating transcription factor 7-interacting protein 1,Atf7ip
Q91YI1-2,Q91YI1-2,Autophagy-related protein 13,Atg13
Q8C0J2,Q8C0J2,Autophagy-related protein 16-1,Atg16l1
Q8C0J2,Q8C0J2,Autophagy-related protein 16-1,Atg16l1
D3Z653,D3Z653,Autophagy-related protein 16-2,Atg16l2
Q80XK6,Q80XK6,Autophagy-related protein 2 homolog B,Atg2b
Q80XK6,Q80XK6,Autophagy-related protein 2 homolog B,Atg2b
Q80XK6,Q80XK6,Autophagy-related protein 2 homolog B,Atg2b
Q80XK6,Q80XK6,Autophagy-related protein 2 homolog B,Atg2b
Q3ZAQ4,Q3ZAQ4,,Atg9a
A0A1Y7VLD6,A0A1Y7VLD6,Atlastin-1,Atl1
Q6PA06,Q6PA06,Atlastin-2,Atl2
B9EHX4,B9EHX4,Serine-protein kinase ATM,Atm
B9EHX4,B9EHX4,Serine-protein kinase ATM,Atm
O35126,O35126,Atrophin-1,Atn1
O35126,O35126,Atrophin-1,Atn1
O35126,O35126,Atrophin-1,Atn1
O35126,O35126,Atrophin-1,Atn1
O35126,O35126,Atrophin-1,Atn1
O35126,O35126,Atrophin-1,Atn1
O35126,O35126,Atrophin-1,Atn1
O35126,O35126,Atrophin-1,Atn1
O35126,O35126,Atrophin-1,Atn1
O08997,O08997,Copper transport protein ATOX1,Atox1
F6Q8D3,F6Q8D3,Phospholipid-transporting ATPase;Phospholipid-transporting ATPase 11C,Atp11c
F6Q8D3,F6Q8D3,Phospholipid-transporting ATPase;Phospholipid-transporting ATPase 11C,Atp11c
Q9Z1W8,Q9Z1W8,Potassium-transporting ATPase alpha chain 2,Atp12a
Q9EPE9,Q9EPE9,Manganese-transporting ATPase 13A1,Atp13a1
Q5XF89,Q5XF89,Probable cation-transporting ATPase 13A3,Atp13a3
Q8VDN2,Q8VDN2,Sodium/potassium-transporting ATPase subunit alpha-1,Atp1a1
Q8VDN2,Q8VDN2,Sodium/potassium-transporting ATPase subunit alpha-1,Atp1a1
Q8VDN2,Q8VDN2,Sodium/potassium-transporting ATPase subunit alpha-1,Atp1a1
D3YYN7,D3YYN7,Sodium/potassium-transporting ATPase subunit alpha-2,Atp1a2
D3YYN7,D3YYN7,Sodium/potassium-transporting ATPase subunit alpha-2,Atp1a2
D3YYN7,D3YYN7,Sodium/potassium-transporting ATPase subunit alpha-2,Atp1a2
D3YYN7,D3YYN7,Sodium/potassium-transporting ATPase subunit alpha-2,Atp1a2
A0A0G2JGX4;D3YYN7;Q8VDN2,D3YYN7,Sodium/potassium-transporting ATPase subunit alpha-3;Sodium/potassium-transporting ATPase subunit alpha-2;Sodium/potassium-transporting ATPase subunit alpha-1,Atp1a3;Atp1a2;Atp1a1
A0A0G2JGX4;D3YYN7;Q9Z1W8,D3YYN7,Sodium/potassium-transporting ATPase subunit alpha-3;Sodium/potassium-transporting ATPase subunit alpha-4;Sodium/potassium-transporting ATPase subunit alpha-2;Potassium-transporting ATPase alpha chain 2,Atp1a3;Atp1a4;Atp1a2;Atp12a
A0A0G2JGX4;D3YYN7;Q9Z1W8,D3YYN7,Sodium/potassium-transporting ATPase subunit alpha-3;Sodium/potassium-transporting ATPase subunit alpha-4;Sodium/potassium-transporting ATPase subunit alpha-2;Potassium-transporting ATPase alpha chain 2,Atp1a3;Atp1a4;Atp1a2;Atp12a
A0A0G2JGX4;D3YYN7;Q8VDN2,D3YYN7,Sodium/potassium-transporting ATPase subunit alpha-3;Potassium-transporting ATPase alpha chain 1;Sodium/potassium-transporting ATPase subunit alpha-2;Sodium/potassium-transporting ATPase subunit alpha-1,Atp1a3;Atp4a;Atp1a2;Atp1a1
A0A0G2JGX4;D3YYN7;Q8VDN2,D3YYN7,Sodium/potassium-transporting ATPase subunit alpha-3;Potassium-transporting ATPase alpha chain 1;Sodium/potassium-transporting ATPase subunit alpha-2;Sodium/potassium-transporting ATPase subunit alpha-1,Atp1a3;Atp4a;Atp1a2;Atp1a1
A0A0G2JGX4;D3YYN7;Q8VDN2,D3YYN7,Sodium/potassium-transporting ATPase subunit alpha-3;Potassium-transporting ATPase alpha chain 1;Sodium/potassium-transporting ATPase subunit alpha-2;Sodium/potassium-transporting ATPase subunit alpha-1,Atp1a3;Atp4a;Atp1a2;Atp1a1
A0A0G2JGX4;D3YYN7;Q8VDN2;Q9Z1W8,D3YYN7,Sodium/potassium-transporting ATPase subunit alpha-3;Sodium/potassium-transporting ATPase subunit alpha-4;Potassium-transporting ATPase alpha chain 1;Sodium/potassium-transporting ATPase subunit alpha-2;Sodium/potassium-transporting ATPase subunit alpha-1;Potassium-transporting ATPase alpha chain 2,Atp1a3;Atp4a;Atp1a4;Atp1a2;Atp1a1;Atp12a
Q8R429,Q8R429,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,Atp2a1
Q8R429,Q8R429,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,Atp2a1
Q8R429,Q8R429,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,Atp2a1
Q8R429,Q8R429,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,Atp2a1
Q8R429,Q8R429,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,Atp2a1
Q8R429,Q8R429,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,Atp2a1
Q8R429,Q8R429,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,Atp2a1
Q8R429,Q8R429,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,Atp2a1
Q8R429,Q8R429,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,Atp2a1
Q8R429,Q8R429,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,Atp2a1
Q8R429,Q8R429,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,Atp2a1
Q8R429,Q8R429,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,Atp2a1
Q8R429,Q8R429,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,Atp2a1
Q8R429,Q8R429,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,Atp2a1
Q8R429,Q8R429,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,Atp2a1
Q8R429,Q8R429,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,Atp2a1
Q8R429,Q8R429,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,Atp2a1
Q8R429,Q8R429,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,Atp2a1
O55143-2,O55143-2,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,Atp2a2
O55143-2;Q8R429,Q8R429,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2;Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,Atp2a2;Atp2a1
O55143-2;Q8R429,Q8R429,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2;Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,Atp2a2;Atp2a1
O55143-2;Q8R429,Q8R429,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2;Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,Atp2a2;Atp2a1
O55143-2;Q8R429,Q8R429,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2;Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,Atp2a2;Atp2a1
B1ATS4;O55143-2;Q8R429,Q8R429,Calcium-transporting ATPase;Sarcoplasmic/endoplasmic reticulum calcium ATPase 3;Sarcoplasmic/endoplasmic reticulum calcium ATPase 2;Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,Atp2a3;Atp2a2;Atp2a1
B1ATS4;O55143-2;Q8R429,Q8R429,Calcium-transporting ATPase;Sarcoplasmic/endoplasmic reticulum calcium ATPase 3;Sarcoplasmic/endoplasmic reticulum calcium ATPase 2;Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,Atp2a3;Atp2a2;Atp2a1
B1ATS4;O55143-2;Q8R429,Q8R429,Calcium-transporting ATPase;Sarcoplasmic/endoplasmic reticulum calcium ATPase 3;Sarcoplasmic/endoplasmic reticulum calcium ATPase 2;Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,Atp2a3;Atp2a2;Atp2a1
B1ATS4;O55143-2;Q8R429,Q8R429,Calcium-transporting ATPase;Sarcoplasmic/endoplasmic reticulum calcium ATPase 3;Sarcoplasmic/endoplasmic reticulum calcium ATPase 2;Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,Atp2a3;Atp2a2;Atp2a1
A0A1W2P772;G5E829,A0A1W2P772,Plasma membrane calcium-transporting ATPase 1,Atp2b1
A0A1W2P772;G5E829,A0A1W2P772,Plasma membrane calcium-transporting ATPase 1,Atp2b1
A0A1W2P772;G5E829,A0A1W2P772,Plasma membrane calcium-transporting ATPase 1,Atp2b1
A0A1W2P772;G5E829,A0A1W2P772,Plasma membrane calcium-transporting ATPase 1,Atp2b1
A0A1W2P772;G5E829,A0A1W2P772,Plasma membrane calcium-transporting ATPase 1,Atp2b1
A0A1W2P772;G5E829,A0A1W2P772,Plasma membrane calcium-transporting ATPase 1,Atp2b1
A0A1W2P772;G5E829,A0A1W2P772,Plasma membrane calcium-transporting ATPase 1,Atp2b1
A0A1W2P772;G5E829,A0A1W2P772,Plasma membrane calcium-transporting ATPase 1,Atp2b1
A0A1W2P772;G5E829,A0A1W2P772,Plasma membrane calcium-transporting ATPase 1,Atp2b1
A0A1W2P772;G5E829;Q0VF55,A0A1W2P772,Calcium-transporting ATPase;Plasma membrane calcium-transporting ATPase 2;Plasma membrane calcium-transporting ATPase 1,Atp2b2;Atp2b1;Atp2b3
Q0VF55,Q0VF55,Calcium-transporting ATPase,Atp2b3
Q6Q477,Q6Q477,Calcium-transporting ATPase,Atp2b4
Q03265,Q03265,"ATP synthase subunit alpha, mitochondrial;ATP synthase subunit alpha",Atp5a1
Q03265,Q03265,"ATP synthase subunit alpha, mitochondrial",Atp5a1
Q03265,Q03265,"ATP synthase subunit alpha, mitochondrial;ATP synthase subunit alpha",Atp5a1
Q03265,Q03265,"ATP synthase subunit alpha, mitochondrial;ATP synthase subunit alpha",Atp5a1
Q03265,Q03265,"ATP synthase subunit alpha, mitochondrial",Atp5a1
P56480,P56480,"ATP synthase subunit beta, mitochondrial",Atp5b
Q8C2Q8,Q8C2Q8,"ATP synthase subunit gamma;ATP synthase subunit gamma, mitochondrial",Atp5c1
Q8C2Q8,Q8C2Q8,"ATP synthase subunit gamma;ATP synthase subunit gamma, mitochondrial",Atp5c1
A0A087WQS5,A0A087WQS5,"ATP synthase F(0) complex subunit C1, mitochondrial;ATP synthase F(0) complex subunit C3, mitochondrial;ATP synthase F(0) complex subunit C2, mitochondrial",Atp5g2;Atp5g1;Atp5g3
E9QAD6,E9QAD6,"ATP synthase-coupling factor 6, mitochondrial",Atp5j
P15920-2,P15920-2,V-type proton ATPase 116 kDa subunit a isoform 2,Atp6v0a2
Q920R6,Q920R6,V-type proton ATPase 116 kDa subunit a isoform 4,Atp6v0a4
Q920R6,Q920R6,V-type proton ATPase 116 kDa subunit a isoform 4,Atp6v0a4
Q80SY3,Q80SY3,V-type proton ATPase subunit d 2,Atp6v0d2
A2AG68,A2AG68,Copper-transporting ATPase 1,Atp7a
A2AG68,A2AG68,Copper-transporting ATPase 1,Atp7a
A0A0M3HEP7,A0A0M3HEP7,Phospholipid-transporting ATPase IA,Atp8a1
A0A0M3HEP7,A0A0M3HEP7,Phospholipid-transporting ATPase IA,Atp8a1
A0A0M3HEP7,A0A0M3HEP7,Phospholipid-transporting ATPase IA,Atp8a1
A0A0M3HEP7,A0A0M3HEP7,Phospholipid-transporting ATPase IA,Atp8a1
E9QAL4,E9QAL4,Phospholipid-transporting ATPase;Phospholipid-transporting ATPase ID,Atp8b2
H3BK16,H3BK16,ATP synthase mitochondrial F1 complex assembly factor 1,Atpaf1
I6L9G2,I6L9G2,ATR-interacting protein,Atrip
I6L9G2,I6L9G2,ATR-interacting protein,Atrip
Q61687,Q61687,Transcriptional regulator ATRX,Atrx
Q61687,Q61687,Transcriptional regulator ATRX,Atrx
Q61687,Q61687,Transcriptional regulator ATRX,Atrx
Q61687,Q61687,Transcriptional regulator ATRX,Atrx
A0A0G2JFR8;Q61687,Q61687,Transcriptional regulator ATRX,Atrx
A0A0G2JFR8;Q61687,Q61687,Transcriptional regulator ATRX,Atrx
Q61687,Q61687,Transcriptional regulator ATRX,Atrx
Q61687,Q61687,Transcriptional regulator ATRX,Atrx
Q61687,Q61687,Transcriptional regulator ATRX,Atrx
Q61687,Q61687,Transcriptional regulator ATRX,Atrx
Q61687,Q61687,Transcriptional regulator ATRX,Atrx
Q61687,Q61687,Transcriptional regulator ATRX,Atrx
Q61687,Q61687,Transcriptional regulator ATRX,Atrx
Q61687,Q61687,Transcriptional regulator ATRX,Atrx
Q61687,Q61687,Transcriptional regulator ATRX,Atrx
A0A0G2JFR8;Q61687,Q61687,Transcriptional regulator ATRX,Atrx
A0A0G2JFR8;Q61687,Q61687,Transcriptional regulator ATRX,Atrx
Q61687,Q61687,Transcriptional regulator ATRX,Atrx
Q61687,Q61687,Transcriptional regulator ATRX,Atrx
Q61687,Q61687,Transcriptional regulator ATRX,Atrx
Q61687,Q61687,Transcriptional regulator ATRX,Atrx
A0A0G2JFR8;Q61687,Q61687,Transcriptional regulator ATRX,Atrx
Q61687,Q61687,Transcriptional regulator ATRX,Atrx
Q61687,Q61687,Transcriptional regulator ATRX,Atrx
Q61687,Q61687,Transcriptional regulator ATRX,Atrx
A0A0G2JFR8;Q61687,Q61687,Transcriptional regulator ATRX,Atrx
Q61687,Q61687,Transcriptional regulator ATRX,Atrx
J3QPR1,J3QPR1,Ataxin-1,Atxn1
J3QPR1,J3QPR1,Ataxin-1,Atxn1
J3QPR1,J3QPR1,Ataxin-1,Atxn1
J3QPR1,J3QPR1,Ataxin-1,Atxn1
J3QPR1,J3QPR1,Ataxin-1,Atxn1
J3QPR1,J3QPR1,Ataxin-1,Atxn1
P28658,P28658,Ataxin-10,Atxn10
P0C7T6,P0C7T6,Ataxin-1-like,Atxn1l
P0C7T6,P0C7T6,Ataxin-1-like,Atxn1l
P0C7T6,P0C7T6,Ataxin-1-like,Atxn1l
F6V8M6,F6V8M6,Ataxin-2,Atxn2
F6V8M6,F6V8M6,Ataxin-2,Atxn2
F6V8M6,F6V8M6,Ataxin-2,Atxn2
F6V8M6,F6V8M6,Ataxin-2,Atxn2
F6V8M6,F6V8M6,Ataxin-2,Atxn2
F6V8M6,F6V8M6,Ataxin-2,Atxn2
F6V8M6,F6V8M6,Ataxin-2,Atxn2
F6V8M6,F6V8M6,Ataxin-2,Atxn2
F6V8M6,F6V8M6,Ataxin-2,Atxn2
F6V8M6,F6V8M6,Ataxin-2,Atxn2
F6V8M6,F6V8M6,Ataxin-2,Atxn2
